ORDERNUMBER,QUANTITYORDERED,PRICEEACH,CALCULATED_PRICE,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH,YEAR,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,STATE,POSTALCODE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
10398,23,100.0,2300.0,9,3246.5086500000007,2005-03-30,Shipped,1,3,2005,Planes,118,S700_2834,REIMS COLLECTABLES,26.47.1555,59 rue de l'Abbaye,Reims,,51100,France,Henriot,Paul,Small
10167,24,100.0,2400.0,13,3248.784000000001,2003-10-23,Cancelled,4,10,2003,Ships,100,S700_3505,SCANDINAVIAN GIFT IDEAS,0695-34 6555,?kergatan 24,Boras,,S-844 67,Sweden,Larsson,Maria,Small
10168,46,61.18,2814.28,5,3250.4934000000003,2003-10-28,Shipped,4,10,2003,Motorcycles,60,S18_2625,TECHNICS STORES INC.,6505556809,9408 Furth Circle,Burlingame,CA,94217,USA,Hirano,Juri,Small
10169,38,74.11,2816.18,11,3252.6879000000004,2003-11-04,Shipped,4,11,2003,Motorcycles,69,S24_2360,"ANNA'S DECORATIONS, LTD",02 9936 8555,201 Miller Street,North Sydney,NSW,2060,Australia,O'Hara,Anna,Small
10339,22,100.0,2200.0,5,3252.9882000000002,2004-11-23,Shipped,4,11,2004,Ships,66,S700_1138,"TOKYO COLLECTABLES, LTD",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,Tokyo,106-0032,Japan,Shimamura,Akiko,Small
10363,33,85.39,2817.87,3,3254.6398500000005,2005-01-06,Shipped,1,1,2005,Classic Cars,194,S12_1099,SUOMINEN SOUVENIERS,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,,FIN-02271,Finland,Suominen,Kalle,Small
10209,28,100.0,2800.0,6,3254.6976000000004,2004-01-09,Shipped,1,1,2004,Ships,86,S18_3029,"MEN 'R' US RETAILERS, LTD.",2155554369,6047 Douglas Av.,Los Angeles,CA,,USA,Chandler,Michael,Small
10210,25,100.0,2500.0,6,3254.7900000000004,2004-01-12,Shipped,1,1,2004,Planes,118,S700_2834,OSAKA SOUVENIERS CO.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Osaka,530-0003,Japan,Kentary,Mory,Small
10208,33,85.41,2818.5299999999997,5,3255.4021500000003,2004-01-02,Shipped,1,1,2004,Ships,99,S700_3962,"SAVELEY & HENRIOT, CO.",78.32.5555,"2, rue du Commerce",Lyon,,69004,France,Saveley,Mary,Small
10293,24,100.0,2400.0,4,3256.2684000000004,2004-09-09,Shipped,3,9,2004,Vintage Cars,136,S18_3140,AMICA MODELS & CO.,011-4988555,Via Monte Bianco 34,Torino,,10100,Italy,Accorti,Paolo,Small
10310,42,67.14,2819.88,16,3256.9614000000006,2004-10-16,Shipped,4,10,2004,Motorcycles,62,S18_3782,"TOMS SPEZIALITTEN, LTD",0221-5554327,Mehrheimerstr. 369,Koln,,50739,Germany,Pfalzheim,Henriette,Small
10108,34,82.99,2821.66,14,3259.0173,2003-03-03,Shipped,1,3,2003,Motorcycles,81,S50_4713,CRUZ & SONS CO.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,,1227 MM,Philippines,Cruz,Arnold,Small
10266,20,100.0,2000.0,3,3262.6440000000007,2004-07-06,Shipped,3,7,2004,Classic Cars,132,S18_2870,L'ORDINE SOUVENIERS,0522-556555,Strada Provinciale 124,Reggio Emilia,,42100,Italy,Moroni,Maurizio,Small
10154,31,91.17,2826.27,2,3264.3418500000002,2003-10-02,Shipped,4,10,2003,Vintage Cars,88,S24_3151,BOARDS & TOYS CO.,3105552373,4097 Douglas Av.,Glendale,CA,92561,USA,Young,Leslie,Small
10328,48,58.92,2828.16,1,3266.5248,2004-11-12,Shipped,4,11,2004,Planes,68,S24_2841,ROVELLI GIFTS,035-640555,Via Ludovico il Moro 22,Bergamo,,24100,Italy,Rovelli,Giovanni,Small
10140,26,100.0,2600.0,3,3268.1649000000007,2003-07-24,Shipped,3,7,2003,Trucks and Buses,96,S32_1268,TECHNICS STORES INC.,6505556809,9408 Furth Circle,Burlingame,CA,94217,USA,Hirano,Juri,Small
10288,35,80.87,2830.4500000000003,9,3269.16975,2004-09-01,Shipped,3,9,2004,Classic Cars,90,S24_2766,HANDJI GIFTS& CO,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,,69045,Singapore,Victorino,Wendy,Small
10250,31,91.34,2831.54,9,3270.4287000000004,2004-05-11,Shipped,2,5,2004,Planes,91,S700_1691,THE SHARP GIFTS WAREHOUSE,4085553659,3086 Ingle Ln.,San Jose,CA,94217,USA,Frick,Sue,Small
10252,25,100.0,2500.0,9,3270.96,2004-05-26,Shipped,2,5,2004,Motorcycles,102,S32_4485,AUTO CANAL PETIT,(1) 47.55.6555,"25, rue Lauriston",Paris,,75016,France,Perrier,Dominique,Small
10185,30,94.4,2832.0,10,3270.96,2003-11-14,Shipped,4,11,2003,Ships,86,S700_1938,MINI CREATIONS LTD.,5085559555,4575 Hillside Dr.,New Bedford,MA,50553,USA,Tam,Wing C,Small
10288,35,80.99,2834.6499999999996,6,3274.0207500000006,2004-09-01,Shipped,3,9,2004,Vintage Cars,92,S18_4409,HANDJI GIFTS& CO,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,,69045,Singapore,Victorino,Wendy,Small
10208,38,74.67,2837.46,3,3277.2663000000002,2004-01-02,Shipped,1,1,2004,Ships,66,S700_1138,"SAVELEY & HENRIOT, CO.",78.32.5555,"2, rue du Commerce",Lyon,,69004,France,Saveley,Mary,Small
10135,29,97.89,2838.81,4,3278.8255500000005,2003-07-02,Shipped,3,7,2003,Classic Cars,115,S12_4675,MINI GIFTS DISTRIBUTORS LTD.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Small
10203,33,86.04,2839.32,11,3279.414600000001,2003-12-02,Shipped,4,12,2003,Classic Cars,80,S18_3278,EURO SHOPPING CHANNEL,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,Freyre,Diego,Small
10210,40,71.0,2840.0,8,3280.2000000000003,2004-01-12,Shipped,1,1,2004,Planes,72,S24_4278,OSAKA SOUVENIERS CO.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Osaka,530-0003,Japan,Kentary,Mory,Small
10175,41,69.28,2840.48,7,3280.7544000000007,2003-11-06,Shipped,4,11,2003,Trucks and Buses,60,S18_2432,"STYLISH DESK DECORS, CO.",(171) 555-0297,35 King George,London,,WX3 6FW,UK,Brown,Ann,Small
10263,33,86.17,2843.61,10,3284.3695500000003,2004-06-28,Shipped,2,6,2004,Planes,84,S18_2581,GIFT DEPOT INC.,2035552570,25593 South Bay Ln.,Bridgewater,CT,97562,USA,King,Julie,Small
10115,27,100.0,2700.0,3,3284.7160500000005,2003-04-04,Shipped,2,4,2003,Trucks and Buses,115,S50_1392,CLASSIC LEGENDS INC.,2125558493,5905 Pompton St.,NYC,NY,10022,USA,Hernandez,Maria,Small
10292,21,100.0,2100.0,12,3285.82485,2004-09-08,Shipped,3,9,2004,Classic Cars,169,S18_3232,LAND OF TOYS INC.,2125557818,897 Long Airport Avenue,NYC,NY,10022,USA,Yu,Kwai,Small
10107,25,100.0,2500.0,3,3286.84125,2003-02-24,Shipped,1,2,2003,Motorcycles,112,S24_1578,LAND OF TOYS INC.,2125557818,897 Long Airport Avenue,NYC,NY,10022,USA,Yu,Kwai,Small
10198,43,66.19,2846.17,3,3287.3263500000003,2003-11-27,Shipped,4,11,2003,Planes,68,S24_3949,CRUZ & SONS CO.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,,1227 MM,Philippines,Cruz,Arnold,Small
10287,41,69.43,2846.63,13,3287.857650000001,2004-08-30,Shipped,3,8,2004,Classic Cars,79,S12_3990,"VIDA SPORT, LTD",0897-034555,Grenzacherweg 237,Gensve,,1203,Switzerland,Holz,Michael,Small
10373,39,73.0,2847.0,13,3288.2850000000003,2005-01-31,Shipped,1,1,2005,Planes,68,S24_3949,"OULU TOY SUPPLIES, INC.",981-443655,Torikatu 38,Oulu,,90110,Finland,Koskitalo,Pirkko,Small
10182,33,86.31,2848.23,1,3289.7056500000003,2003-11-12,Shipped,4,11,2003,Vintage Cars,99,S18_3320,MINI GIFTS DISTRIBUTORS LTD.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Small
10120,34,83.79,2848.86,5,3290.4333000000006,2003-04-29,Shipped,2,4,2003,Motorcycles,76,S24_2000,"AUSTRALIAN COLLECTORS, CO.",03 9520 4555,636 St Kilda Road,Melbourne,Victoria,3004,Australia,Ferguson,Peter,Small
10150,49,58.18,2850.82,4,3292.697100000001,2003-09-19,Shipped,3,9,2003,Trucks and Buses,64,S32_3522,"DRAGON SOUVENIERS, LTD.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,,79903,Singapore,Natividad,Eric,Small
10321,27,100.0,2700.0,7,3293.136,2004-11-04,Shipped,4,11,2004,Classic Cars,132,S18_2870,FUNGIFTIDEAS.COM,5085552555,1785 First Street,New Bedford,MA,50553,USA,Benitez,Violeta,Small
10140,46,61.99,2851.54,2,3293.5287000000003,2003-07-24,Shipped,3,7,2003,Trucks and Buses,60,S18_2432,TECHNICS STORES INC.,6505556809,9408 Furth Circle,Burlingame,CA,94217,USA,Hirano,Juri,Small
10322,46,61.99,2851.54,8,3293.5287000000003,2004-11-04,Shipped,4,11,2004,Classic Cars,147,S10_4962,ONLINE DIECAST CREATIONS CO.,6035558647,2304 Long Airport Avenue,Nashua,NH,62005,USA,Young,Valarie,Small
10363,32,89.12,2851.84,12,3293.8752000000004,2005-01-06,Shipped,1,1,2005,Motorcycles,62,S18_3782,SUOMINEN SOUVENIERS,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,,FIN-02271,Finland,Suominen,Kalle,Small
10236,22,100.0,2200.0,1,3294.1524000000004,2004-04-03,Shipped,2,4,2004,Motorcycles,118,S10_2016,MOTOR MINT DISTRIBUTORS INC.,2155559857,11328 Douglas Av.,Philadelphia,PA,71270,USA,Hernandez,Rosa,Small
10350,25,100.0,2500.0,16,3297.2362500000004,2004-12-02,Shipped,4,12,2004,Ships,99,S700_3962,EURO SHOPPING CHANNEL,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,Freyre,Diego,Small
10124,21,100.0,2100.0,6,3298.6800000000003,2003-05-21,Shipped,2,5,2003,Vintage Cars,170,S18_1749,SIGNAL GIFT STORES,7025551838,8489 Strong St.,Las Vegas,NV,83030,USA,King,Sue,Small
10196,46,62.09,2856.1400000000003,7,3298.8417000000004,2003-11-26,Shipped,4,11,2003,Trains,58,S50_1514,SUPER SCALE INC.,2035559545,567 North Pendale Street,New Haven,CT,97823,USA,Murphy,Leslie,Small
10297,26,100.0,2600.0,2,3299.6964000000003,2004-09-16,Shipped,3,9,2004,Motorcycles,99,S32_1374,"CLOVER COLLECTIONS, CO.",+353 1862 1555,25 Maiden Lane,Dublin,,2,Ireland,Cassidy,Dean,Small
10181,28,100.0,2800.0,12,3304.1778000000004,2003-11-12,Shipped,4,11,2003,Classic Cars,117,S12_3380,HERKKU GIFTS,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,,N 5804,Norway,Oeztan,Veysel,Small
10186,32,89.46,2862.72,7,3306.4416,2003-11-14,Shipped,4,11,2003,Ships,86,S18_3029,"DOUBLE DECKER GIFT STORES, LTD",(171) 555-7555,120 Hanover Sq.,London,,WA1 1DP,UK,Hardy,Thomas,Small
10225,37,77.41,2864.17,10,3308.1163500000007,2004-02-22,Shipped,1,2,2004,Classic Cars,79,S12_3990,"VIDA SPORT, LTD",0897-034555,Grenzacherweg 237,Gensve,,1203,Switzerland,Holz,Michael,Small
10275,32,89.51,2864.32,14,3308.289600000001,2004-07-23,Shipped,3,7,2004,Planes,91,S700_1691,LA ROCHELLE GIFTS,40.67.8555,"67, rue des Cinquante Otages",Nantes,,44000,France,Labrune,Janine,Small
10386,30,95.48,2864.4,3,3308.3820000000005,2005-03-01,Resolved,1,3,2005,Ships,99,S700_3962,EURO SHOPPING CHANNEL,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,Freyre,Diego,Small
10291,23,100.0,2300.0,13,3310.530300000001,2004-09-08,Shipped,3,9,2004,Vintage Cars,104,S18_3136,SCANDINAVIAN GIFT IDEAS,0695-34 6555,?kergatan 24,Boras,,S-844 67,Sweden,Larsson,Maria,Small
10228,45,63.71,2866.95,5,3311.3272500000003,2004-03-10,Shipped,1,3,2004,Vintage Cars,62,S18_2957,CAMBRIDGE COLLECTABLES CO.,6175555555,4658 Baden Av.,Cambridge,MA,51247,USA,Tseng,Kyung,Small
10107,30,95.7,2871.0,2,3314.8500000000004,2003-02-24,Shipped,1,2,2003,Motorcycles,95,S10_1678,LAND OF TOYS INC.,2125557818,897 Long Airport Avenue,NYC,NY,10022,USA,Yu,Kwai,Small
10316,25,100.0,2500.0,1,3317.4487500000005,2004-11-01,Shipped,4,11,2004,Planes,109,S24_1785,GIFTSBYMAIL.CO.UK,(198) 555-8888,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,Bennett,Helen,Small
10103,25,100.0,2500.0,15,3318.3150000000005,2003-01-29,Shipped,1,1,2003,Vintage Cars,97,S24_4258,BAANE MINI IMPORTS,07-98 9555,Erling Skakkes gate 78,Stavern,,4110,Norway,Bergulfsen,Jonas,Small
10329,45,63.91,2875.95,11,3321.7222500000003,2004-11-15,Shipped,4,11,2004,Motorcycles,99,S32_1374,LAND OF TOYS INC.,2125557818,897 Long Airport Avenue,NYC,NY,10022,USA,Yu,Kwai,Small
10346,25,100.0,2500.0,1,3322.6462500000002,2004-11-29,Shipped,4,11,2004,Classic Cars,90,S24_2766,SIGNAL GIFT STORES,7025551838,8489 Strong St.,Las Vegas,NV,83030,USA,King,Sue,Small
10334,20,100.0,2000.0,3,3325.0140000000006,2004-11-19,On Hold,4,11,2004,Classic Cars,169,S18_3232,"VOLVO MODEL REPLICAS, CO",0921-12 3555,Berguvsvgen  8,Lule,,S-958 22,Sweden,Berglund,Christina,Small
10191,48,60.01,2880.48,2,3326.9544000000005,2003-11-20,Shipped,4,11,2003,Classic Cars,61,S24_3371,"TOMS SPEZIALITTEN, LTD",0221-5554327,Mehrheimerstr. 369,Koln,,50739,Germany,Pfalzheim,Henriette,Small
10313,28,100.0,2800.0,8,3328.4328000000005,2004-10-22,Shipped,4,10,2004,Trucks and Buses,121,S18_4600,CANADIAN GIFT EXCHANGE NETWORK,(604) 555-3392,1900 Oak St.,Vancouver,BC,V3F 2K1,Canada,Tannamuri,Yoshi,Small
10373,41,70.33,2883.5299999999997,16,3330.4771500000006,2005-01-31,Shipped,1,1,2005,Ships,72,S700_2610,"OULU TOY SUPPLIES, INC.",981-443655,Torikatu 38,Oulu,,90110,Finland,Koskitalo,Pirkko,Small
10306,32,90.15,2884.8,4,3331.944000000001,2004-10-14,Shipped,4,10,2004,Ships,100,S700_3505,"AV STORES, CO.",(171) 555-1555,Fauntleroy Circus,Manchester,,EC2 5NT,UK,Ashworth,Victoria,Small
10232,35,82.43,2885.05,2,3332.2327500000006,2004-03-20,Shipped,1,3,2004,Ships,99,S700_3962,GIFTSBYMAIL.CO.UK,(198) 555-8888,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,Bennett,Helen,Small
10339,29,99.69,2891.0099999999998,14,3339.1165500000006,2004-11-23,Shipped,4,11,2004,Vintage Cars,65,S24_3420,"TOKYO COLLECTABLES, LTD",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,Tokyo,106-0032,Japan,Shimamura,Akiko,Small
10339,50,57.86,2893.0,8,3341.4150000000004,2004-11-23,Shipped,4,11,2004,Planes,74,S700_4002,"TOKYO COLLECTABLES, LTD",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,Tokyo,106-0032,Japan,Shimamura,Akiko,Small
10419,55,52.66,2896.2999999999997,12,3345.2265000000007,2005-05-17,Shipped,2,5,2005,Classic Cars,61,S24_3371,SALZBURG COLLECTABLES,6562-9555,Geislweg 14,Salzburg,,5020,Austria,Pipps,Georg,Small
10355,41,70.65,2896.65,3,3345.6307500000003,2004-12-07,Shipped,4,12,2004,Motorcycles,69,S24_2360,EURO SHOPPING CHANNEL,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,Freyre,Diego,Small
10105,41,70.67,2897.4700000000003,5,3346.57785,2003-02-11,Shipped,1,2,2003,Ships,66,S700_1138,DANISH WHOLESALE IMPORTS,31 12 3555,Vinb'ltet 34,Kobenhavn,,1734,Denmark,Petersen,Jytte,Small
10275,22,100.0,2200.0,4,3354.6282000000006,2004-07-23,Shipped,3,7,2004,Motorcycles,118,S10_2016,LA ROCHELLE GIFTS,40.67.8555,"67, rue des Cinquante Otages",Nantes,,44000,France,Labrune,Janine,Small
10411,26,100.0,2600.0,1,3354.9516000000003,2005-05-01,Shipped,2,5,2005,Trucks and Buses,96,S32_1268,QUEBEC HOME SHOPPING NETWORK,(514) 555-8054,43 rue St. Laurent,Montreal,Quebec,H1J 1C3,Canada,Fresnisre,Jean,Small
10321,37,78.54,2905.98,14,3356.4069000000004,2004-11-04,Shipped,4,11,2004,Classic Cars,77,S18_1889,FUNGIFTIDEAS.COM,5085552555,1785 First Street,New Bedford,MA,50553,USA,Benitez,Violeta,Small
10147,23,100.0,2300.0,2,3357.55035,2003-09-05,Shipped,3,9,2003,Classic Cars,140,S24_3856,COLLECTABLES FOR LESS INC.,6175558555,7825 Douglas Av.,Brickhaven,MA,58339,USA,Nelson,Allen,Small
10272,45,64.63,2908.35,6,3359.1442500000003,2004-07-20,Shipped,3,7,2004,Trains,62,S32_3207,DIECAST CLASSICS INC.,2155551555,7586 Pompton St.,Allentown,PA,70267,USA,Yu,Kyung,Small
10374,42,69.27,2909.3399999999997,2,3360.2877000000003,2005-02-02,Shipped,1,2,2005,Planes,84,S18_2581,"AUSTRALIAN GIFT NETWORK, CO",61-7-3844-6555,31 Duncan St. West End,South Brisbane,Queensland,4101,Australia,Calaghan,Tony,Small
10248,20,100.0,2000.0,3,3361.512,2004-05-07,Cancelled,2,5,2004,Classic Cars,136,S10_4757,LAND OF TOYS INC.,2125557818,897 Long Airport Avenue,NYC,NY,10022,USA,Yu,Kwai,Small
10271,45,64.74,2913.2999999999997,2,3364.8615000000004,2004-07-20,Shipped,3,7,2004,Classic Cars,57,S24_1444,MINI GIFTS DISTRIBUTORS LTD.,4155551450,5677 Strong St.,San Rafael,CA,97562,USA,Nelson,Valarie,Small
10412,47,61.99,2913.53,11,3365.1271500000007,2005-05-03,Shipped,2,5,2005,Trucks and Buses,60,S18_2432,EURO SHOPPING CHANNEL,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,Freyre,Diego,Small
10108,43,67.77,2914.1099999999997,12,3365.7970500000006,2003-03-03,Shipped,1,3,2003,Motorcycles,62,S18_3782,CRUZ & SONS CO.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,,1227 MM,Philippines,Cruz,Arnold,Small
10222,36,80.95,2914.2000000000003,13,3365.9010000000003,2004-02-19,Shipped,1,2,2004,Ships,72,S700_2610,COLLECTABLE MINI DESIGNS CO.,7605558146,361 Furth Circle,San Diego,CA,91217,USA,Thompson,Valarie,Small
10176,29,100.0,2900.0,7,3367.5873,2003-11-06,Shipped,4,11,2003,Classic Cars,118,S24_4048,L'ORDINE SOUVENIERS,0522-556555,Strada Provinciale 124,Reggio Emilia,,42100,Italy,Moroni,Maurizio,Small
10317,35,83.32,2916.2,1,3368.211,2004-11-02,Shipped,4,11,2004,Planes,72,S24_4278,TECHNICS STORES INC.,6505556809,9408 Furth Circle,Burlingame,CA,94217,USA,Hirano,Juri,Small
10191,44,66.29,2916.76,7,3368.8578000000007,2003-11-20,Shipped,4,11,2003,Classic Cars,80,S24_4620,"TOMS SPEZIALITTEN, LTD",0221-5554327,Mehrheimerstr. 369,Koln,,50739,Germany,Pfalzheim,Henriette,Small
10143,34,85.87,2919.58,5,3372.1149000000005,2003-08-10,Shipped,3,8,2003,Planes,74,S700_4002,MINI CREATIONS LTD.,5085559555,4575 Hillside Dr.,New Bedford,MA,50553,USA,Tam,Wing C,Small
10223,32,91.29,2921.28,2,3374.078400000001,2004-02-20,Shipped,1,2,2004,Motorcycles,112,S24_1578,"AUSTRALIAN COLLECTORS, CO.",03 9520 4555,636 St Kilda Road,Melbourne,Victoria,3004,Australia,Ferguson,Peter,Small
10104,26,100.0,2600.0,5,3374.4711,2003-01-31,Shipped,1,1,2003,Classic Cars,118,S24_4048,EURO SHOPPING CHANNEL,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,Freyre,Diego,Small
10126,30,97.39,2921.7,13,3374.5635,2003-05-28,Shipped,2,5,2003,Vintage Cars,104,S18_3136,"CORRIDA AUTO REPLICAS, LTD",(91) 555 22 82,"C/ Araquil, 67",Madrid,,28023,Spain,Sommer,Mart¡n,Small
10311,29,100.0,2900.0,9,3376.2960000000003,2004-10-16,Shipped,4,10,2004,Classic Cars,124,S18_1589,EURO SHOPPING CHANNEL,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,Freyre,Diego,Small
10350,28,100.0,2800.0,4,3377.5896000000007,2004-12-02,Shipped,4,12,2004,Ships,86,S700_1938,EURO SHOPPING CHANNEL,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,Freyre,Diego,Small
10195,44,66.47,2924.68,3,3378.0054,2003-11-25,Shipped,4,11,2003,Classic Cars,57,S24_1444,MINI CLASSICS,9145554562,3758 North Pendale Street,White Plains,NY,24067,USA,Frick,Steve,Small
10114,21,100.0,2100.0,5,3378.4789500000006,2003-04-01,Shipped,2,4,2003,Trucks and Buses,127,S24_2300,"LA CORNE D'ABONDANCE, CO.",(1) 42.34.2555,"265, boulevard Charonne",Paris,,75012,France,Bertrand,Marie,Small
10155,32,91.43,2925.76,9,3379.2528000000007,2003-10-06,Shipped,4,10,2003,Ships,90,S700_2047,"TOYS OF FINLAND, CO.",90-224 8555,Keskuskatu 45,Helsinki,,21240,Finland,Karttunen,Matti,Small
10209,33,88.71,2927.43,4,3381.1816500000004,2004-01-09,Shipped,1,1,2004,Ships,90,S700_2047,"MEN 'R' US RETAILERS, LTD.",2155554369,6047 Douglas Av.,Los Angeles,CA,,USA,Chandler,Michael,Small
10246,22,100.0,2200.0,3,3382.3251000000005,2004-05-05,Shipped,2,5,2004,Trucks and Buses,115,S50_1392,EURO SHOPPING CHANNEL,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,Freyre,Diego,Small
10329,41,71.47,2930.27,5,3384.46185,2004-11-15,Shipped,4,11,2004,Classic Cars,194,S12_1099,LAND OF TOYS INC.,2125557818,897 Long Airport Avenue,NYC,NY,10022,USA,Yu,Kwai,Small
10363,31,94.58,2931.98,1,3386.4369000000006,2005-01-06,Shipped,1,1,2005,Classic Cars,140,S24_3856,SUOMINEN SOUVENIERS,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,,FIN-02271,Finland,Suominen,Kalle,Small
10266,24,100.0,2400.0,9,3386.5524000000005,2004-07-06,Shipped,3,7,2004,Classic Cars,140,S24_3856,L'ORDINE SOUVENIERS,0522-556555,Strada Provinciale 124,Reggio Emilia,,42100,Italy,Moroni,Maurizio,Small
10238,47,62.45,2935.15,2,3390.0982500000005,2004-04-09,Shipped,2,4,2004,Classic Cars,61,S24_3371,DANISH WHOLESALE IMPORTS,31 12 3555,Vinb'ltet 34,Kobenhavn,,1734,Denmark,Petersen,Jytte,Small
10266,47,62.45,2935.15,13,3390.0982500000005,2004-07-06,Shipped,3,7,2004,Classic Cars,61,S24_3371,L'ORDINE SOUVENIERS,0522-556555,Strada Provinciale 124,Reggio Emilia,,42100,Italy,Moroni,Maurizio,Small
10288,20,100.0,2000.0,14,3392.004000000001,2004-09-01,Shipped,3,9,2004,Classic Cars,124,S18_1589,HANDJI GIFTS& CO,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,,69045,Singapore,Victorino,Wendy,Small
10281,25,100.0,2500.0,13,3393.9675000000007,2004-08-19,Shipped,3,8,2004,Trucks and Buses,136,S12_1666,DIECAST CLASSICS INC.,2155551555,7586 Pompton St.,Allentown,PA,70267,USA,Yu,Kyung,Small
10167,29,100.0,2900.0,5,3395.7231000000006,2003-10-23,Cancelled,4,10,2003,Ships,90,S700_2047,SCANDINAVIAN GIFT IDEAS,0695-34 6555,?kergatan 24,Boras,,S-844 67,Sweden,Larsson,Maria,Small
10293,21,100.0,2100.0,2,3397.88295,2004-09-09,Shipped,3,9,2004,Ships,122,S24_2011,AMICA MODELS & CO.,011-4988555,Via Monte Bianco 34,Torino,,10100,Italy,Accorti,Paolo,Small
10235,32,92.0,2944.0,9,3400.3200000000006,2004-04-02,Shipped,2,4,2004,Planes,80,S700_3167,"ROYAL CANADIAN COLLECTABLES, LTD.",(604) 555-4555,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,Lincoln,Elizabeth,Small
10262,48,61.42,2948.16,8,3405.1248,2004-06-24,Cancelled,2,6,2004,Planes,68,S24_3949,EURO SHOPPING CHANNEL,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,,28034,Spain,Freyre,Diego,Small
10106,48,61.44,2949.12,10,3406.2336000000005,2003-02-17,Shipped,1,2,2003,Planes,74,S700_4002,ROVELLI GIFTS,035-640555,Via Ludovico il Moro 22,Bergamo,,24100,Italy,Rovelli,Giovanni,Small
10381,20,100.0,2000.0,1,3409.5600000000004,2005-02-17,Shipped,1,2,2005,Trucks and Buses,136,S12_1666,CORPORATE GIFT IDEAS CO.,6505551386,7734 Strong St.,San Francisco,CA,,USA,Brown,Julie,Small
10227,25,100.0,2500.0,3,3411.58125,2004-03-02,Shipped,1,3,2004,Vintage Cars,102,S18_1342,"SAVELEY & HENRIOT, CO.",78.32.5555,"2, rue du Commerce",Lyon,,69004,France,Saveley,Mary,Small
10210,42,70.33,2953.86,15,3411.7083000000007,2004-01-12,Shipped,1,1,2004,Planes,74,S700_4002,OSAKA SOUVENIERS CO.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Osaka,530-0003,Japan,Kentary,Mory,Small
10280,43,68.71,2954.5299999999997,5,3412.4821500000007,2004-08-17,Shipped,3,8,2004,Vintage Cars,62,S18_2957,AMICA MODELS & CO.,011-4988555,Via Monte Bianco 34,Torino,,10100,Italy,Accorti,Paolo,Small
10329,29,100.0,2900.0,9,3412.8055500000005,2004-11-15,Shipped,4,11,2004,Classic Cars,77,S18_1889,LAND OF TOYS INC.,2125557818,897 Long Airport Avenue,NYC,NY,10022,USA,Yu,Kwai,Small
10222,31,95.34,2955.54,17,3413.6487,2004-02-19,Shipped,1,2,2004,Ships,99,S700_3962,COLLECTABLE MINI DESIGNS CO.,7605558146,361 Furth Circle,San Diego,CA,91217,USA,Thompson,Valarie,Small
10250,44,67.2,2956.8,10,3415.1040000000007,2004-05-11,Shipped,2,5,2004,Planes,80,S700_3167,THE SHARP GIFTS WAREHOUSE,4085553659,3086 Ingle Ln.,San Jose,CA,94217,USA,Frick,Sue,Small
